trial0000001, DTR, 39274.0, 20, 1963.70, 66.60, 0.13378547, 0.00000099, ZIP, 33812.0, 20, 1690.60, 56.40, 0.00001235, 0.00000701
trial0000002, DTR, 27468.0, 20, 1373.40, 47.70, 0.14140535, 0.00000096, ZIP, 45879.0, 20, 2293.95, 71.10, 0.00001152, 0.00000637
trial0000003, DTR, 38131.0, 20, 1906.55, 65.05, 0.13685054, 0.00000101, ZIP, 34890.0, 20, 1744.50, 58.05, 0.00001220, 0.00000661
trial0000004, DTR, 36462.0, 20, 1823.10, 57.05, 0.13999518, 0.00000096, ZIP, 36468.0, 20, 1823.40, 67.65, 0.00001168, 0.00000662
trial0000005, DTR, 37316.0, 20, 1865.80, 69.45, 0.12697855, 0.00000098, ZIP, 35520.0, 20, 1776.00, 54.15, 0.00001239, 0.00000822
trial0000006, DTR, 11470.0, 20, 573.50, 16.90, 0.13446539, 0.00000134, ZIP, 11480.0, 20, 574.00, 19.80, 0.00001496, 0.00000740
trial0000007, DTR, 39277.0, 20, 1963.85, 68.45, 0.12938791, 0.00000103, ZIP, 33497.0, 20, 1674.85, 57.55, 0.00001212, 0.00000701
trial0000008, DTR, 34777.0, 20, 1738.85, 56.65, 0.14217963, 0.00000097, ZIP, 38462.0, 20, 1923.10, 63.25, 0.00001195, 0.00000643
trial0000009, DTR, 26873.0, 20, 1343.65, 61.85, 0.13531137, 0.00000102, ZIP, 45694.0, 20, 2284.70, 62.45, 0.00001204, 0.00000649
trial0000010, DTR, 28477.0, 20, 1423.85, 46.85, 0.13676490, 0.00000103, ZIP, 30352.0, 20, 1517.60, 49.15, 0.00001210, 0.00000661
trial0000011, DTR, 35123.0, 20, 1756.15, 57.85, 0.14206674, 0.00000099, ZIP, 38147.0, 20, 1907.35, 63.35, 0.00001198, 0.00000709
trial0000012, DTR, 35424.0, 20, 1771.20, 64.30, 0.12688038, 0.00000100, ZIP, 37534.0, 20, 1876.70, 60.50, 0.00001198, 0.00000699
trial0000013, DTR, 23598.0, 20, 1179.90, 38.50, 0.14023116, 0.00000110, ZIP, 29323.0, 20, 1466.15, 47.80, 0.00001203, 0.00000831
trial0000014, DTR, 41299.0, 20, 2064.95, 73.50, 0.12707650, 0.00000106, ZIP, 31707.0, 20, 1585.35, 52.20, 0.00001255, 0.00000642
trial0000015, DTR, 44625.0, 20, 2231.25, 69.85, 0.12660772, 0.00000101, ZIP, 28113.0, 20, 1405.65, 55.85, 0.00001229, 0.00000621
trial0000016, DTR, 11803.0, 20, 590.15, 16.30, 0.13487533, 0.00000135, ZIP, 10406.0, 20, 520.30, 20.10, 0.00001528, 0.00000779
trial0000017, DTR, 39316.0, 20, 1965.80, 60.80, 0.13528262, 0.00000098, ZIP, 33709.0, 20, 1685.45, 62.20, 0.00001204, 0.00000648
trial0000018, DTR, 28535.0, 20, 1426.75, 56.35, 0.14466624, 0.00000097, ZIP, 44226.0, 20, 2211.30, 67.85, 0.00001196, 0.00000663
trial0000019, DTR, 26579.0, 20, 1328.95, 56.45, 0.14043782, 0.00000097, ZIP, 47031.0, 20, 2351.55, 67.35, 0.00001192, 0.00000649
trial0000020, DTR, 43000.0, 20, 2150.00, 62.30, 0.12981058, 0.00000096, ZIP, 29783.0, 20, 1489.15, 62.20, 0.00001188, 0.00000634
trial0000021, DTR, 28667.0, 20, 1433.35, 53.00, 0.14241901, 0.00000096, ZIP, 45061.0, 20, 2253.05, 69.60, 0.00001178, 0.00000651
trial0000022, DTR, 31260.0, 20, 1563.00, 47.70, 0.14722585, 0.00000096, ZIP, 41967.0, 20, 2098.35, 72.50, 0.00001163, 0.00000651
trial0000023, DTR, 11808.0, 20, 590.40, 20.85, 0.13369454, 0.00000133, ZIP, 14180.0, 20, 709.00, 20.75, 0.00001421, 0.00000745
trial0000024, DTR, 32049.0, 20, 1602.45, 58.10, 0.14077882, 0.00000103, ZIP, 40627.0, 20, 2031.35, 64.50, 0.00001248, 0.00000655
trial0000025, DTR, 42864.0, 20, 2143.20, 64.35, 0.13901314, 0.00000102, ZIP, 29864.0, 20, 1493.20, 62.35, 0.00001241, 0.00000647
trial0000026, DTR, 39894.0, 20, 1994.70, 71.50, 0.13402576, 0.00000102, ZIP, 32971.0, 20, 1648.55, 52.20, 0.00001276, 0.00000654
