trial0000001, DTR, 7708.0, 2, 3854.00, 62.00, 1.22702776, 0.00000118, GDX, 45130.0, 38, 1187.63, 23.50, 0.00092029, 0.00000237
trial0000002, DTR, 708.0, 2, 354.00, 20.50, 0.74393879, 0.00000102, GDX, 58776.0, 38, 1546.74, 28.39, 0.00082951, 0.00000236
trial0000003, DTR, 0.0, 2, 0.00, 0.00, 0.97453345, 0.00000092, GDX, 52924.0, 38, 1392.74, 25.37, 0.00092781, 0.00000237
trial0000004, DTR, 3000.0, 2, 1500.00, 33.00, 1.34604932, 0.00000099, GDX, 49072.0, 38, 1291.37, 23.32, 0.00100351, 0.00000242
trial0000005, DTR, 6047.0, 2, 3023.50, 66.00, 1.04443703, 0.00000111, GDX, 54876.0, 38, 1444.11, 26.26, 0.00083534, 0.00000236
trial0000006, DTR, 5625.0, 2, 2812.50, 37.50, 1.01631427, 0.00000118, GDX, 47867.0, 38, 1259.66, 24.61, 0.00092036, 0.00000241
trial0000007, DTR, 4415.0, 2, 2207.50, 44.50, 1.03765297, 0.00000116, GDX, 54193.0, 38, 1426.13, 26.50, 0.00082204, 0.00000237
trial0000008, DTR, 1929.0, 2, 964.50, 48.00, 0.99214172, 0.00000107, GDX, 54602.0, 38, 1436.89, 26.79, 0.00085939, 0.00000235
trial0000009, DTR, 3807.0, 2, 1903.50, 31.50, 1.34280294, 0.00000116, GDX, 45800.0, 38, 1205.26, 21.71, 0.00102856, 0.00000242
trial0000010, DTR, 5413.0, 2, 2706.50, 70.00, 1.19632696, 0.00000104, GDX, 51521.0, 38, 1355.82, 24.58, 0.00092671, 0.00000237
trial0000011, DTR, 0.0, 2, 0.00, 0.00, 1.22439182, 0.00000086, GDX, 55077.0, 38, 1449.39, 26.21, 0.00097593, 0.00000239
trial0000012, DTR, 0.0, 2, 0.00, 0.00, 0.95213617, 0.00000090, GDX, 53347.0, 38, 1403.87, 25.32, 0.00089875, 0.00000242
trial0000013, DTR, 2588.0, 2, 1294.00, 34.00, 1.35266262, 0.00000096, GDX, 51100.0, 38, 1344.74, 24.37, 0.00100945, 0.00000240
trial0000014, DTR, 9975.0, 2, 4987.50, 72.50, 1.09186629, 0.00000113, GDX, 44330.0, 38, 1166.58, 22.89, 0.00084879, 0.00000240
