trial0000001, AA, 60334.0, 38, 1587.74, 67.32, 0.00001681, 0.00001151, DTR, 3266.0, 2, 1633.00, 57.00, 0.01481878, 0.00000143
trial0000002, AA, 62072.0, 38, 1633.47, 67.66, 0.00001764, 0.00001155, DTR, 1861.0, 2, 930.50, 57.50, 0.01596563, 0.00000142
trial0000003, AA, 60315.0, 38, 1587.24, 68.18, 0.00001670, 0.00001215, DTR, 3409.0, 2, 1704.50, 58.50, 0.01416616, 0.00000152
trial0000004, AA, 58350.0, 38, 1535.53, 63.21, 0.00001786, 0.00001078, DTR, 6666.0, 2, 3333.00, 116.00, 0.02097201, 0.00000171
trial0000005, AA, 59393.0, 38, 1562.97, 64.58, 0.00001569, 0.00001030, DTR, 4419.0, 2, 2209.50, 114.00, 0.01135458, 0.00000143
trial0000006, AA, 59452.0, 38, 1564.53, 67.24, 0.00001781, 0.00001092, DTR, 4978.0, 2, 2489.00, 69.50, 0.01974370, 0.00000162
trial0000007, AA, 57946.0, 38, 1524.89, 66.66, 0.00001867, 0.00001092, DTR, 6288.0, 2, 3144.00, 64.50, 0.02119223, 0.00000159
trial0000008, AA, 61124.0, 38, 1608.53, 66.76, 0.00001845, 0.00001109, DTR, 3135.0, 2, 1567.50, 58.50, 0.01917366, 0.00000154
trial0000009, AA, 59593.0, 38, 1568.24, 65.47, 0.00001877, 0.00001083, DTR, 5070.0, 2, 2535.00, 70.00, 0.02113295, 0.00000173
trial0000010, AA, 55540.0, 38, 1461.58, 63.68, 0.00002182, 0.00001169, DTR, 9044.0, 2, 4522.00, 117.00, 0.02737308, 0.00000176
trial0000011, AA, 61388.0, 38, 1615.47, 66.97, 0.00001947, 0.00001094, DTR, 3102.0, 2, 1551.00, 67.50, 0.01855525, 0.00000172
trial0000012, AA, 63812.0, 38, 1679.26, 69.97, 0.00001749, 0.00001041, DTR, 77.0, 2, 38.50, 7.50, 0.01685082, 0.00000150
trial0000013, AA, 63272.0, 38, 1665.05, 67.26, 0.00001802, 0.00001114, DTR, 913.0, 2, 456.50, 58.00, 0.01637779, 0.00000170
trial0000014, AA, 63830.0, 38, 1679.74, 70.47, 0.00001784, 0.00001059, DTR, 41.0, 2, 20.50, 5.00, 0.01790840, 0.00000148
trial0000015, AA, 57945.0, 38, 1524.87, 67.87, 0.00001899, 0.00001090, DTR, 6143.0, 2, 3071.50, 58.50, 0.01707806, 0.00000175
trial0000016, AA, 59620.0, 38, 1568.95, 65.71, 0.00001930, 0.00001033, DTR, 4980.0, 2, 2490.00, 73.50, 0.02068040, 0.00000180
trial0000017, AA, 61106.0, 38, 1608.05, 66.68, 0.00001708, 0.00001193, DTR, 2783.0, 2, 1391.50, 79.00, 0.01682995, 0.00000157
trial0000018, AA, 61108.0, 38, 1608.11, 67.39, 0.00001848, 0.00001148, DTR, 2876.0, 2, 1438.00, 58.50, 0.02107663, 0.00000172
trial0000019, AA, 59025.0, 38, 1553.29, 64.00, 0.00001904, 0.00001043, DTR, 5812.0, 2, 2906.00, 92.00, 0.02158608, 0.00000177
