trial0000001, DTR, 241.0, 2, 120.50, 60.00, 0.02200529, 0.00000091, ZIC, 43463.0, 38, 1143.76, 65.79, 0.00001281, 0.00000085
trial0000002, DTR, 5331.0, 2, 2665.50, 117.00, 0.03622804, 0.00000118, ZIC, 40443.0, 38, 1064.29, 60.68, 0.00001328, 0.00000087
trial0000003, DTR, 1996.0, 2, 998.00, 107.50, 0.01940029, 0.00000117, ZIC, 42722.0, 38, 1124.26, 62.24, 0.00001259, 0.00000080
trial0000004, DTR, 4824.0, 2, 2412.00, 117.00, 0.03476109, 0.00000100, ZIC, 40874.0, 38, 1075.63, 60.37, 0.00001292, 0.00000085
trial0000005, DTR, 2640.0, 2, 1320.00, 117.00, 0.03118761, 0.00000121, ZIC, 42563.0, 38, 1120.08, 60.53, 0.00001334, 0.00000092
trial0000006, DTR, 1076.0, 2, 538.00, 117.00, 0.02620704, 0.00000115, ZIC, 43648.0, 38, 1148.63, 64.00, 0.00001374, 0.00000089
trial0000007, DTR, 1324.0, 2, 662.00, 69.50, 0.02151542, 0.00000119, ZIC, 43852.0, 38, 1154.00, 64.13, 0.00001379, 0.00000090
trial0000008, DTR, 4630.0, 2, 2315.00, 117.00, 0.04079934, 0.00000134, ZIC, 40918.0, 38, 1076.79, 60.21, 0.00001494, 0.00000098
trial0000009, DTR, 388.0, 2, 194.00, 59.00, 0.02187179, 0.00000118, ZIC, 44993.0, 38, 1184.03, 64.00, 0.00001399, 0.00000090
trial0000010, DTR, 8060.0, 2, 4030.00, 117.00, 0.03764526, 0.00000124, ZIC, 37821.0, 38, 995.29, 60.05, 0.00001361, 0.00000093
trial0000011, DTR, 279.0, 2, 139.50, 94.50, 0.02026118, 0.00000093, ZIC, 43882.0, 38, 1154.79, 66.03, 0.00001263, 0.00000084
trial0000012, DTR, 1752.0, 2, 876.00, 117.00, 0.03780652, 0.00000114, ZIC, 43602.0, 38, 1147.42, 61.63, 0.00001424, 0.00000097
trial0000013, DTR, 5429.0, 2, 2714.50, 117.00, 0.05208033, 0.00000123, ZIC, 40121.0, 38, 1055.82, 60.37, 0.00001455, 0.00000092
trial0000014, DTR, 335.0, 2, 167.50, 59.00, 0.01991243, 0.00000103, ZIC, 45132.0, 38, 1187.68, 65.58, 0.00001323, 0.00000083
trial0000015, DTR, 3630.0, 2, 1815.00, 117.00, 0.03085967, 0.00000119, ZIC, 41592.0, 38, 1094.53, 61.89, 0.00001390, 0.00000088
trial0000016, DTR, 4130.0, 2, 2065.00, 117.00, 0.03449589, 0.00000120, ZIC, 41600.0, 38, 1094.74, 61.11, 0.00001345, 0.00000092
trial0000017, DTR, 713.0, 2, 356.50, 117.00, 0.02368316, 0.00000117, ZIC, 44406.0, 38, 1168.58, 63.45, 0.00001403, 0.00000089
trial0000018, DTR, 2669.0, 2, 1334.50, 67.00, 0.02047603, 0.00000109, ZIC, 42539.0, 38, 1119.45, 63.05, 0.00001275, 0.00000085
trial0000019, DTR, 1971.0, 2, 985.50, 58.50, 0.01977960, 0.00000107, ZIC, 43552.0, 38, 1146.11, 63.87, 0.00001258, 0.00000084
trial0000020, DTR, 502.0, 2, 251.00, 115.50, 0.01976844, 0.00000100, ZIC, 43564.0, 38, 1146.42, 65.18, 0.00001348, 0.00000085
trial0000021, DTR, 449.0, 2, 224.50, 65.00, 0.02067834, 0.00000109, ZIC, 44541.0, 38, 1172.13, 64.53, 0.00001301, 0.00000083
trial0000022, DTR, 3957.0, 2, 1978.50, 115.00, 0.02237639, 0.00000109, ZIC, 40549.0, 38, 1067.08, 62.00, 0.00001288, 0.00000084
trial0000023, DTR, 3523.0, 2, 1761.50, 117.00, 0.04002121, 0.00000112, ZIC, 42036.0, 38, 1106.21, 60.95, 0.00001345, 0.00000089
trial0000024, DTR, 2082.0, 2, 1041.00, 73.00, 0.01995866, 0.00000123, ZIC, 43164.0, 38, 1135.89, 64.26, 0.00001255, 0.00000084
trial0000025, DTR, 428.0, 2, 214.00, 115.00, 0.01981107, 0.00000094, ZIC, 42995.0, 38, 1131.45, 63.16, 0.00001299, 0.00000086
trial0000026, DTR, 2396.0, 2, 1198.00, 117.00, 0.02710340, 0.00000103, ZIC, 42589.0, 38, 1120.76, 63.42, 0.00001368, 0.00000089
trial0000027, DTR, 203.0, 2, 101.50, 51.50, 0.02105316, 0.00000096, ZIC, 44015.0, 38, 1158.29, 67.08, 0.00001236, 0.00000082
trial0000028, DTR, 1624.0, 2, 812.00, 117.00, 0.04443689, 0.00000128, ZIC, 43732.0, 38, 1150.84, 62.05, 0.00001443, 0.00000101
trial0000029, DTR, 2406.0, 2, 1203.00, 117.00, 0.03182270, 0.00000120, ZIC, 43115.0, 38, 1134.61, 63.16, 0.00001332, 0.00000085
trial0000030, DTR, 142.0, 2, 71.00, 41.00, 0.02145176, 0.00000085, ZIC, 43929.0, 38, 1156.03, 65.63, 0.00001274, 0.00000083
trial0000031, DTR, 3507.0, 2, 1753.50, 58.50, 0.02603130, 0.00000116, ZIC, 42481.0, 38, 1117.92, 63.39, 0.00001354, 0.00000088
trial0000032, DTR, 2414.0, 2, 1207.00, 58.50, 0.01950090, 0.00000110, ZIC, 43259.0, 38, 1138.39, 63.55, 0.00001261, 0.00000087
trial0000033, DTR, 606.0, 2, 303.00, 58.50, 0.01998235, 0.00000103, ZIC, 44437.0, 38, 1169.39, 66.08, 0.00001305, 0.00000086
trial0000034, DTR, 334.0, 2, 167.00, 97.00, 0.02007238, 0.00000110, ZIC, 43047.0, 38, 1132.82, 65.58, 0.00001264, 0.00000086
trial0000035, DTR, 210.0, 2, 105.00, 72.50, 0.02179813, 0.00000099, ZIC, 44215.0, 38, 1163.55, 65.29, 0.00001334, 0.00000086
trial0000036, DTR, 5760.0, 2, 2880.00, 117.00, 0.04538471, 0.00000120, ZIC, 40300.0, 38, 1060.53, 60.79, 0.00001409, 0.00000095
trial0000037, DTR, 783.0, 2, 391.50, 61.50, 0.02051705, 0.00000107, ZIC, 44673.0, 38, 1175.61, 65.76, 0.00001276, 0.00000082
